event_time,site_cam,audio_path,modality,event_type,sensor_id,confidence,top_species,top_confidence,top_start_time,top_end_time
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250702_202902.wav,audio,audio_clip,TW05-SM01,0.5101966857910156,Turdus migratorius_American Robin,0.5101966857910156,207.0,210.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250702_054302.wav,audio,audio_clip,TW05-SM01,0.6852753758430481,Zenaida macroura_Mourning Dove,0.6852753758430481,273.0,276.0
2025-06-30 20:25:07,TW06-SM03,thewilds_bioacousticmonitors_full\TW06-SM03\SD03_20250630_20250703\SM03_20250703_040000.wav,audio,audio_clip,TW06-SM03,0.8470893502235413,Locustella luscinioides_Savi's Warbler,0.8470893502235413,204.0,207.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250630_203902.wav,audio,audio_clip,TW05-SM01,0.7361723780632019,Ardea alba_Great Egret,0.7361723780632019,213.0,216.0
2025-06-30 20:25:07,TW06-SM03,thewilds_bioacousticmonitors_full\TW06-SM03\SD03_20250630_20250703\SM03_20250703_080000.wav,audio,audio_clip,TW06-SM03,0.9649176597595216,Hirundo rustica_Barn Swallow,0.9649176597595216,51.0,54.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250701_204902.wav,audio,audio_clip,TW05-SM01,0.8173492550849915,Geothlypis trichas_Common Yellowthroat,0.8173492550849915,174.0,177.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250630_210902.wav,audio,audio_clip,TW05-SM01,0.8439190983772278,Turdus migratorius_American Robin,0.8439190983772278,117.0,120.0
2025-06-30 20:25:07,TW06-SM03,thewilds_bioacousticmonitors_full\TW06-SM03\SD03_20250630_20250703\SM03_20250702_200000.wav,audio,audio_clip,TW06-SM03,0.6737428903579712,Phasianus colchicus_Ring-necked Pheasant,0.6737428903579712,129.0,132.0
2025-06-30 20:25:07,TW06-SM03,thewilds_bioacousticmonitors_full\TW06-SM03\SD03_20250630_20250703\SM03_20250702_180000.wav,audio,audio_clip,TW06-SM03,0.998504400253296,Hirundo rustica_Barn Swallow,0.998504400253296,63.0,66.0
2025-06-30 20:25:07,TW06-SM03,thewilds_bioacousticmonitors_full\TW06-SM03\SD03_20250630_20250703\SM03_20250703_130000.wav,audio,audio_clip,TW06-SM03,0.9915044903755188,Passerculus sandwichensis_Savannah Sparrow,0.9915044903755188,111.0,114.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250702_055802.wav,audio,audio_clip,TW05-SM01,0.5069814324378967,Colinus virginianus_Northern Bobwhite,0.5069814324378967,69.0,72.0
2025-06-30 20:25:07,TW06-SM03,thewilds_bioacousticmonitors_full\TW06-SM03\SD03_20250630_20250703\SM03_20250701_210000.wav,audio,audio_clip,TW06-SM03,0.979264199733734,Passerculus sandwichensis_Savannah Sparrow,0.979264199733734,192.0,195.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250701_203902.wav,audio,audio_clip,TW05-SM01,0.9982715845108032,Melanerpes erythrocephalus_Red-headed Woodpecker,0.9982715845108032,216.0,219.0
2025-06-30 20:25:07,TW08-SM04,thewilds_bioacousticmonitors_full\TW08-SM04\SD04_20250630_20250703\SM04_20250702_130000.wav,audio,audio_clip,TW08-SM04,0.584240734577179,Icterus spurius_Orchard Oriole,0.584240734577179,276.0,279.0
2025-06-30 20:25:07,TW08-SM04,thewilds_bioacousticmonitors_full\TW08-SM04\SD04_20250630_20250703\SM04_20250702_040000.wav,audio,audio_clip,TW08-SM04,0.1791527271270752,Tyto alba_Barn Owl,0.1791527271270752,147.0,150.0
2025-06-30 20:25:07,TW06-SM03,thewilds_bioacousticmonitors_full\TW06-SM03\SD03_20250630_20250703\SM03_20250701_090000.wav,audio,audio_clip,TW06-SM03,0.9779044389724731,Charadrius vociferus_Killdeer,0.9779044389724731,204.0,207.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250701_214402.wav,audio,audio_clip,TW05-SM01,0.9785995483398438,Charadrius vociferus_Killdeer,0.9785995483398438,87.0,90.0
2025-06-30 20:25:07,TW08-SM04,thewilds_bioacousticmonitors_full\TW08-SM04\SD04_20250630_20250703\SM04_20250701_110000.wav,audio,audio_clip,TW08-SM04,0.6419601440429688,Aegolius acadicus_Northern Saw-whet Owl,0.6419601440429688,270.0,273.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250702_214902.wav,audio,audio_clip,TW05-SM01,0.99762362241745,Charadrius vociferus_Killdeer,0.99762362241745,114.0,117.0
2025-06-30 20:25:07,TW08-SM04,thewilds_bioacousticmonitors_full\TW08-SM04\SD04_20250630_20250703\SM04_20250701_050000.wav,audio,audio_clip,TW08-SM04,0.7650639414787292,Ammodramus savannarum_Grasshopper Sparrow,0.7650639414787292,201.0,204.0
2025-06-30 20:25:07,TW06-SM03,thewilds_bioacousticmonitors_full\TW06-SM03\SD03_20250630_20250703\SM03_20250702_080000.wav,audio,audio_clip,TW06-SM03,0.7806646823883057,Icterus spurius_Orchard Oriole,0.7806646823883057,180.0,183.0
